X,Y,FID,INDEX_NO,REGION_NO,PORT_NAME,COUNTRY,LATITUDE,LONGITUDE,LAT_DEG,LAT_MIN,LAT_HEMI,LONG_DEG,LONG_MIN,LONG_HEMI,PUB,CHART,HARBORSIZE,HARBORTYPE,SHELTER,ENTRY_TIDE,ENTRYSWELL,ENTRY_ICE,ENTRYOTHER,OVERHD_LIM,CHAN_DEPTH,ANCH_DEPTH,CARGODEPTH,OIL_DEPTH,TIDE_RANGE,MAX_VESSEL,HOLDGROUND,TURN_BASIN,PORTOFENTR,US_REP,ETAMESSAGE,PILOT_REQD,PILOTAVAIL,LOC_ASSIST,PILOTADVSD,TUGSALVAGE,TUG_ASSIST,PRATIQUE,SSCC_CERT,QUAR_OTHER,COMM_PHONE,COMM_FAX,COMM_RADIO,COMM_VHF,COMM_AIR,COMM_RAIL,CARGOWHARF,CARGO_ANCH,CARGMDMOOR,CARBCHMOOR,CARICEMOOR,MED_FACIL,GARBAGE,DEGAUSS,DRTYBALLST,CRANEFIXED,CRANEMOBIL,CRANEFLOAT,LIFT_100_,LIFT50_100,LIFT_25_49,LIFT_0_24,LONGSHORE,ELECTRICAL,SERV_STEAM,NAV_EQUIP,ELECREPAIR,PROVISIONS,WATER,FUEL_OIL,DIESEL,DECKSUPPLY,ENG_SUPPLY,REPAIRCODE,DRYDOCK,RAILWAY
147.116666666,-41.4499999999999,1539,54970,54700,LAUNCESTON,AU,-41.45,147.116667,41,27,S,147,7,E,127, ,S,RN,E,Y,N,N,Y,Y,P,L,L,J,2,L, ,Y,Y,N,Y,Y,Y,0,Y, ,Y,Y,0, , , ,Y, ,Y,Y,Y, ,0,0,0,Y,Y,0,N,Y,Y, ,0,Y,0,0,Y,Y,0,0,0,Y,Y,Y,Y, , ,C,S, 
173.766666667,-35.05,1540,55000,54990,WHANGAROA,NZ,-35.05,173.766667,35,3,S,173,46,E,127, ,V,CN,E, , , , , ,F,L,N, ,6,M,Y, , , , , , ,0, , , , ,0, ,Y,Y, ,Y, , ,Y, ,0,0,0,Y,N,0, , , , ,0, ,0,0,N,Y,0,0,0,Y,Y,Y,Y,N,Y,D, , 
174.116666666,-35.3166666659999,1541,55030,54990,OPUA,NZ,-35.316667,174.116667,35,19,S,174,7,E,127, ,V,RN,G,N,N,N, ,Y,N,J,M, ,2,M, , ,N,N,Y,Y,Y,0, , ,Y,Y,0,Y,Y,Y,Y, ,Y,Y,Y, ,0,0,0,Y,Y,0,N,Y, , ,0, ,0,0,Y, ,0,0,0, ,Y,Y, , , ,C, ,S
174.433333333,-35.8,1542,55050,54990,WHANGAREI,NZ,-35.8,174.433333,35,48,S,174,26,E,127, ,S,RN,G,N,N,N, ,Y,L,H,N,H,2,M, ,Y, ,N,Y,Y,Y,0, , ,Y,Y,0, ,Y,Y,Y,Y,Y,Y,Y, ,0,0,0,Y,Y,0,Y, ,Y, ,0, ,0,0,Y, ,0,0,0, ,Y,Y, , , ,C, ,L
174.766666667,-36.85,1543,55060,54990,AUCKLAND,NZ,-36.85,174.766667,36,51,S,174,46,E,127,76052,L,RN,E,N,N,N,N,N,K,J,K,K,2,L,Y,Y,Y,Y,Y,Y,Y,0,Y, ,Y,Y,0,Y,Y, ,Y,Y,Y,Y,Y, ,0,0,0,Y,Y,0,N,Y,Y,Y,0,Y,0,0,Y,Y,0,0,0,Y,Y,Y,Y,Y,Y,A,L,M
176.166666667,-37.6333333329999,1544,55080,54990,TAURANGA,NZ,-37.633333,176.166667,37,38,S,176,10,E,127, ,S,CN,E,Y,N,N,Y,N,G,C,K,J,2,M,Y, ,Y,N,Y,Y,Y,0, , ,Y,Y,0,Y,Y, ,Y, ,Y,Y,Y, ,0,0,0,Y,Y,0,Y,Y,Y, ,0,Y,0,0,Y,Y,0,0,0,Y,Y,Y,Y,Y,Y,B, ,M
178.033333333,-38.666666667,1545,55110,54990,GISBORNE,NZ,-38.666667,178.033333,38,40,S,178,2,E,127, ,S,RB,G,N,Y,N,Y,N,K,C,K,K,1,M, ,Y,Y,N,Y,Y,Y,0, ,Y,Y,Y,0, , , ,Y, ,Y,Y,Y, ,0,0,0,Y,Y,0,Y, ,Y,Y,0, ,0,0,Y,Y,0,0,0, ,Y, ,Y, , ,C, ,M
176.916666667,-39.483333333,1546,55130,54990,NAPIER,NZ,-39.483333,176.916667,39,29,S,176,55,E,127, ,S,CB,F,N,Y,N,Y,Y,J,C,K,K,1,L,Y, ,Y,N,Y,Y,Y,0,Y, ,Y,Y,0, , ,Y,Y,Y,Y,Y,Y, ,0,0,0,Y,Y,0,N,Y,Y, ,0,Y,0,0,Y,Y,0,0,0,Y,Y,Y, , , ,B, ,M
174.783333334,-41.283333333,1547,55150,54990,WELLINGTON,NZ,-41.283333,174.783333,41,17,S,174,47,E,127,76071/0,L,CN,E,N,N,N, , ,K,H,K,J,3,L,Y,Y,Y,Y,Y,Y,Y,0,Y, ,Y,Y,0, ,Y,Y,Y, ,Y,Y,Y, ,0,0,0,Y,Y,0,N,Y, , ,0, ,0,0,Y, ,0,0,0,Y,Y,Y,Y, , ,C, ,S
175.033333333,-39.9499999999999,1548,55180,54990,WANGANUI,NZ,-39.95,175.033333,39,57,S,175,2,E,127,76070,V,RN,G,Y,Y,N,Y,Y,O,G,N,N,2,M, ,Y,Y,N,Y,N,Y,0,Y,N,Y,Y,0,Y, , ,Y,Y,Y,Y,Y, ,0,0,0,Y,Y,0,Y, ,Y, ,0, ,0,0,Y, ,0,0,0,Y,Y,Y,Y,Y,Y,C, , 
174.033333333,-39.0666666669999,1549,55210,54990,NEW PLYMOUTH,NZ,-39.066667,174.033333,39,4,S,174,2,E,127, ,S,CB,F,N,Y,N, ,Y,K,A,K,A,10,L,Y,Y,N,N,Y,Y,Y,0, ,Y,Y,Y,0, ,Y,Y,Y,Y,Y,Y, , ,0,0,0,Y,Y,0,Y, ,Y, ,0,Y,0,0,Y,Y,0,0,0,Y,Y,Y,Y,Y,Y,A,S,S
27.966666667,43.1833333330001,1550,43510,43460,VARNA,BG,43.183333,27.966667,43,11,N,27,58,E,BA24,55062,L,CB,G,N,N,N,Y,Y,K,F,N,M,0,M,Y,Y,Y,N,Y,Y,Y,0,Y,Y,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,Y, ,0,0,0,Y,Y,0,N,Y,Y,Y,0, ,0,0,Y, ,0,0,0,Y,Y,Y,Y,Y,Y,B,L,L
28.583333334,43.816666667,1551,43550,43540,MANGALIA,RO,43.816667,28.583333,43,49,N,28,35,E,BA24,55120,V,CB,F,N,N,N,Y, ,M,A,M, ,0,M,Y,Y,Y,N,Y,Y,Y,0, ,Y,Y,Y,0, , , , ,Y, ,Y,Y,Y,0,0,0,Y, ,0,N,Y,Y, ,0,Y,0,0,Y,Y,0,0,0, ,Y,Y,Y,Y,Y,A,M,M
28.65,44.1666666670001,1552,43560,43540,CONSTANTA,RO,44.166667,28.65,44,10,N,28,39,E,BA24,55060,M,CB,G,N,Y,N,Y,Y,C,A,M,H,0,M,Y,Y,Y,N,Y,Y,Y,0,Y,N,Y,Y,0,Y,Y,Y,Y, ,Y,Y,Y,Y,0,0,0,Y,Y,0, ,Y,Y,Y,0,Y,0,0,Y,Y,0,0,0,Y,Y,Y,Y,Y,Y,B,M,L
29.666666666,45.1666666670001,1553,43570,43540,SULINA,RO,45.166667,29.666667,45,10,N,29,40,E,BA24,55131,V,RN,G,N,N,Y,Y, ,K,J,N, ,0,L,N,Y,Y,N,Y,Y, ,0,Y,N,Y,N,0,Y,Y,Y,Y, ,N,N,Y,Y,0,0,0,Y,Y,0,N,Y, ,Y,0, ,0,0,Y,Y,0,0,0,Y,Y,Y,Y, ,Y,B, , 
27.9833333330001,45.2500000000001,1554,43590,43540,BRAILA,RO,45.25,27.983333,45,15,N,27,59,E,BA24, ,V,RN,G,N,N,Y,Y, ,J,M,M, ,0,M, , , ,N,Y,Y, ,0, , ,Y,Y,0, ,N, ,Y, , ,Y,Y, ,0,0,0,Y,Y,0,N,Y,Y,Y,0, ,0,0,Y, ,0,0,0,Y,Y,Y,Y,Y,Y,C,S, 
28.083333334,45.416666666,1555,43600,43540,GALATI,RO,45.416667,28.083333,45,25,N,28,5,E,BA24, ,S,RN,G,Y,N,Y,Y, ,L,M,N, ,0,M, , ,N, ,Y,Y,Y,0,Y,N,Y,Y,0, , , ,Y, , ,Y,Y, ,0,0,0,Y, ,0,N,Y,Y,Y,0,Y,0,0, , ,0,0,0, ,Y,Y,Y,Y,Y,B,S, 
28.85,45.333333333,1556,43625,43620,IZMAYIL,UA,45.333333,28.85,45,20,N,28,51,E,BA24, ,V,RN,G,Y,Y,Y,Y,Y,L,K,N, ,5,M,Y,Y,Y,N,Y,Y,Y,0, ,N,Y,Y,0, ,Y, ,Y, ,Y, ,Y,Y,0,0,0,Y, ,0,Y,Y,Y,Y,0,Y,0,0,Y, ,0,0,0,Y,Y,Y,Y,Y, ,C, , 
30.65,46.3000000000001,1557,43645,43620,ILLICHIVSK,UA,46.3,30.65,46,18,N,30,39,E,BA24, ,L,CB,G,N,Y,Y,Y,Y,H,D,K, ,1,M,Y, ,N,N,Y,Y,Y,0,Y, ,Y,Y,0, ,Y, ,Y, ,Y,Y,Y, ,0,0,0,Y, ,0,Y,Y,Y,Y,0,Y,0,0,Y, ,0,0,0,Y,Y,Y,Y,Y,Y,B,M,M
30.7333333340001,46.4833333340001,1558,43650,43620,ODESA,UA,46.483333,30.733333,46,29,N,30,44,E,BA24,55082,L,CB,G,N,N,Y,Y,Y,L,K,L,N,1,M,Y, ,Y,N,Y,Y,Y,0,Y,N,Y, ,0, ,Y, ,Y,Y,Y,Y,Y,Y,0,0,0,Y,Y,0,Y, ,Y,Y,0,Y,0,0,Y, ,0,0,0,Y,Y,Y,Y,Y,Y,A,M,M
31.016666666,46.6000000000001,1559,43655,43620,YUZHNYY,UA,46.6,31.016667,46,36,N,31,1,E,BA24, ,S,RB,F,Y,N,Y,Y,Y,H,G,G,J,0,M,N, ,N,N,Y,Y,Y,0,Y,Y,Y,Y,0, ,Y, ,Y,Y,Y,Y,Y, ,0,0,0,Y,Y,0,Y,Y,Y,Y,0,Y,0,0, , ,0,0,0, ,Y,Y,Y, , ,C, , 
31.9833333330001,46.95,1560,43670,43620,MYKOLAYIV,UA,46.95,31.983333,46,57,N,31,59,E,BA24, ,S,RB,F,N,N,Y,Y,Y,K,M,M, ,0,L, , ,N,N,Y,Y,Y,0,Y, ,Y,Y,0, , , ,Y,Y,Y,Y,Y,Y,0,0,0,Y,Y,0,Y,Y,Y,Y,0,Y,0,0,Y, ,0,0,0, ,Y,Y,Y, , ,B,M,M
32.6000000000001,46.6166666670001,1561,43680,43620,KHERSON,UA,46.616667,32.6,46,37,N,32,36,E,BA24, ,S,OR,G,N,N,Y,Y, ,N,L,L,M,2,M,Y,Y,N,N,Y,Y,Y,0,Y, ,Y,Y,0, , , ,Y, , ,Y,Y,Y,0,0,0,Y,Y,0,N, ,Y,Y,0,Y,0,0,Y, ,0,0,0, ,Y,Y, ,N,N,C, ,L
70.3666666670001,20.9,1562,48690,48610,VERAVAL,IN,20.9,70.366667,20,54,N,70,22,E,173,63070,V,OR,F,N,N,N,N,N,K,H, , ,2,L,Y, ,Y,N,Y,N,N,0,Y, ,Y,Y,0, ,Y,Y,Y,Y,Y,Y, ,Y,0,0,0,Y, ,0, ,Y,Y, ,0, ,0,0, , ,0,0,0, ,Y, , , , ,C,S,S
72.2333333340001,21.766666667,1563,48760,48610,BHAVNAGAR,IN,21.766667,72.233333,21,46,N,72,14,E,173,63092,S,RT,G,Y,N,N,Y,N,O,J,O, ,12,M, ,Y,Y,N,Y,Y,Y,0,Y,Y,Y,Y,0, ,Y,Y,Y,Y,Y,Y,Y,Y,0,0,0,Y, ,0,N,Y,Y, ,0, ,0,0, ,Y,0,0,0,Y,Y,Y,Y, ,Y,C,S,S
72.8666666660001,18.966666667,1564,48840,48610,MUMBAI (BOMBAY),IN,18.966667,72.866667,18,58,N,72,52,E,173,63103,L,CT,G,Y,Y,N,Y,N,J,K,K,G,4,L,Y,Y,Y,Y,Y,Y,Y,0,Y,N,Y,Y,0, ,Y,N,Y, ,Y,Y,Y,N,0,0,0,Y,Y,0,Y,Y,Y,Y,0,Y,0,0,Y,Y,0,0,0,Y,Y,Y,Y,Y,Y,A,S,L
72.95,18.95,1565,48845,48610,JAWAHARLAL NEHRU PORT (NHAVA SHIVA),IN,18.95,72.95,18,57,N,72,57,E,173,63103,M,OR,G,Y,Y,N,Y,N,J,H,H,H,4,L,Y,Y,Y, ,Y,Y,Y,0,Y,N,Y,Y,0, ,Y,N,Y,Y,Y,Y,Y,N,0,0,0,Y,Y,0,Y,Y,Y,N,0, ,0,0,Y,Y,0,0,0,Y,Y,Y,Y,Y,Y,B, ,M
73.8000000000001,15.4333333340001,1566,48970,48610,MARMAGAO,IN,15.433333,73.8,15,26,N,73,48,E,173,63111/0,S,RN,G,Y,Y,N,Y,N,G,E,J,J,2,L,Y,Y,Y,N,Y,Y,Y,0, , ,Y,Y,0, ,Y,Y,Y,Y,Y,Y,Y, ,0,0,0,Y,Y,0, , ,Y, ,0, ,0,0,Y,Y,0,0,0,Y,Y,Y,Y,Y,Y,A,M,M
74.1166666660001,14.8166666660001,1567,48990,48610,KARWAR,IN,14.816667,74.116667,14,49,N,74,7,E,173,63110,V,CB,G,N,Y,N,Y,N,K,M,K, ,2,L,Y,Y,Y,N,Y,Y,Y,0,Y,N,Y,Y,0, ,Y,Y,N,Y, ,Y,Y,Y,0,0,0,Y, ,0, , ,Y, ,0, ,0,0,Y,Y,0,0,0,Y,Y,Y, ,Y, , , ,S
75.3000000000001,11.9166666670001,1568,49040,48610,AZHIKAL (AZHIKKAL),IN,11.916667,75.3,11,55,N,75,18,E,173,63200,V,RN,P,N,N,N,Y,N,P,L,P, ,0,M,Y,N,N,N,Y,N,N,0, , , ,N,0, ,N,N,N,Y,N,Y,Y,N,0,0,0,N,N,0,N,Y, , ,0, ,0,0, , ,0,0,0, , , , , , , , , 
75.766666667,11.2500000000001,1569,49100,48610,CALICUT (KOZHIKODE),IN,11.25,75.766667,11,15,N,75,46,E,173,63200,V,OR,N,N,N,N,Y,N, ,L, , ,1,M,Y,N,Y,N,Y,Y,Y,0, , ,Y,Y,0, ,Y,Y,Y,Y,Y,Y,Y,Y,0,0,0,Y,Y,0,N, , , ,0, ,0,0, , ,0,0,0,Y,Y,Y,N, , ,C, ,S
75.8000000000001,11.166666666,1570,49110,48610,BEYPORE,IN,11.166667,75.8,11,10,N,75,48,E,173,63200,V,OR,F,N,N,N,Y,N,O,K,P, ,1,M,Y,N,Y,N,Y,Y,Y,0, , ,Y,Y,0, ,Y,Y,Y,Y,Y,Y,Y,Y,0,0,0,Y,Y,0,N,Y, , ,0, ,0,0, , ,0,0,0,Y,Y, ,Y, , ,C, ,S
76.2333333340001,9.96666666700003,1571,49130,48610,KOCHI (COCHIN),IN,9.966667,76.233333,9,58,N,76,14,E,173,63200/1,M,CN,G,N,Y,N,Y,N,G,H,H,B,1,L,Y,Y,Y,N,Y,Y,Y,0,Y,N,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,Y,Y,0,0,0,Y,Y,0,Y,Y,Y,Y,0,Y,0,0,Y,Y,0,0,0,Y,Y,Y,Y,Y,Y,A,M,M
76.583333333,8.88333333300005,1572,49160,48610,QUILON (KOLLAM),IN,8.883333,76.583333,8,53,N,76,35,E,173,63210,V,CB,G,N,N,N,Y,N,L,H,M, ,1,M,Y,N,N,N,N,Y,Y,0, ,N,N,N,0, ,Y,Y, ,Y,N,N,Y,N,0,0,0,Y, ,0, , , , ,0, ,0,0, , ,0,0,0,Y,Y,Y, , , ,C, , 
77.2500000000001,8.16666666700007,1573,49180,48610,KOLACHEL,IN,8.166667,77.25,8,10,N,77,15,E,173,63210,V,OR,F,N,N,N,Y,N, ,H, , ,1,M,Y,N,N,N,N,N, ,0, , , ,N,0, ,Y,Y, , , , ,N,Y,0,0,0,Y, ,0, , , , ,0, ,0,0, , ,0,0,0,Y, , , , , , , , 
-3.83333333299993,51.6333333330001,1574,34970,34710,NEATH,GB,51.633333,-3.833333,51,38,N,3,50,W,142, ,V,CN,G,Y,N,N,Y,Y,O,D,N,N,6, , , , , ,Y,Y,Y,0, ,N,Y, ,0,Y, , ,Y, ,Y,Y,Y, ,0,0,0,Y, ,0,N, , , ,0, ,0,0, , ,0,0,0,Y,Y,Y,Y, , ,N, , 
-3.81666666599995,51.583333333,1575,34980,34710,PORT TALBOT,GB,51.583333,-3.816667,51,35,N,3,49,W,142, ,S,CB,G,Y,Y,N,Y,Y,J,B,G, ,6,M, ,Y, ,N,Y,Y,Y,0,Y, ,Y, ,0,Y, , ,Y, ,Y,Y,Y, ,0,0,0,Y,Y,0,Y,Y,Y, ,0, ,0,0,Y,Y,0,0,0,Y,Y,Y,Y,Y,Y,A, , 
-3.26666666699992,51.4,1576,34990,34710,BARRY,GB,51.4,-3.266667,51,24,N,3,16,W,142, ,M,CT,E,N,N,N,Y,Y,P,K,L,L,10,M, , ,N,Y,Y,Y,Y,0,Y, ,Y,Y,0, ,Y,Y,Y, ,Y,Y,Y, ,0,0,0,Y,Y,0,Y,Y,Y,Y,0,Y,0,0,Y,Y,0,0,0, ,Y,Y,Y,Y,Y,A, , 
-3.16666666699996,51.45,1577,35010,34710,CARDIFF,GB,51.45,-3.166667,51,27,N,3,10,W,142, ,M,CT,E,Y,Y,N,Y,Y,Q,K,J,L,11,M,Y,Y,Y,Y,Y,Y,Y,0,Y, ,Y, ,0,Y,Y,Y,Y, ,Y,Y,Y, ,0,0,0,Y,Y,0,Y,Y,Y,Y,0, ,0,0,Y,Y,0,0,0, ,Y,Y,Y,Y,Y,A, ,S
-2.98333333299996,51.5500000000001,1578,35015,34710,NEWPORT,GB,51.55,-2.983333,51,33,N,2,59,W,142,36042,M,RT,E,Y,N,N,Y,Y,K,E,M, ,29,L, , ,Y, ,Y,N,Y,0, , ,Y,Y,0, ,Y,Y,Y,Y,Y,Y,Y, ,0,0,0,Y,Y,0,Y,Y,Y, ,0, ,0,0,Y,Y,0,0,0, ,Y,Y,Y,Y,Y,A,M, 
-2.48333333299996,51.716666666,1579,35040,35030,SHARPNESS,GB,51.716667,-2.483333,51,43,N,2,29,W,142, ,S,LC,G,Y,Y,N,Y,Y,P,M,M, ,5,L,Y,Y, ,N,Y,Y,Y,0,Y,N,N, ,0, ,Y, ,Y, , ,Y,Y, ,0,0,0,Y,Y,0,Y,Y,Y,Y,0, ,0,0,Y, ,0,0,0, ,Y,Y,Y,Y,Y,B,S, 
-2.71666666699997,51.5000000000001,1580,35060,35030,AVONMOUTH,GB,51.5,-2.716667,51,30,N,2,43,W,142, ,S,RT,E,Y,N,N,Y,Y,M,K,L,K,9,M,Y,Y,Y, ,Y,Y,Y,0,Y, ,Y, ,0,Y, , ,Y, , ,Y,Y, ,0,0,0,Y,Y,0,Y, ,Y, ,0, ,0,0,Y,Y,0,0,0,Y,Y,Y,Y,Y,Y,A,L,S
-2.63333333299994,51.466666667,1581,35070,35030,BRISTOL,GB,51.466667,-2.633333,51,28,N,2,38,W,142, ,M,RT,E,Y,N,N,Y,Y,M,M,G,G,9,M,Y, ,N, ,Y,Y,Y,0,Y, ,Y, ,0,Y, , ,Y, ,Y, ,Y, ,0,0,0,Y,Y,0,N,Y,Y, ,0,Y,0,0,Y,Y,0,0,0,Y,Y,Y,Y,Y,Y,A,M,S
-2.99999999999994,51.1333333330001,1582,35100,35030,BRIDGWATER,GB,51.133333,-3,51,8,N,3,0,W,142,36039,V,RN,G,Y,N,N,Y,Y,P,M,K, ,9,M,Y, ,Y,N,Y,Y,Y,0,Y,N,N, ,0,Y, , ,Y, , ,Y,Y, ,0,0,0,Y,Y,0,Y, ,Y, ,0, ,0,0, ,Y,0,0,0, ,Y,Y,Y, , ,B,S, 
-3.33333333299993,51.1833333330001,1583,35110,35030,WATCHET HARBOR,GB,51.183333,-3.333333,51,11,N,3,20,W,142,36039,V,CB,F,Y,N,N,Y, ,P,M,N, ,7,M, , ,Y,N,Y,Y,Y,0,Y,N,N, ,0,Y,Y, ,Y,Y,Y,Y, , ,0,0,0, ,Y,0,N,Y,Y, ,0, ,0,0,Y, ,0,0,0, ,Y,Y,Y, , ,C, , 
-4.19999999999993,51.0333333340001,1584,35150,35030,BIDEFORD,GB,51.033333,-4.2,51,2,N,4,12,W,142, ,S,RN,G,Y,Y,N,Y,Y,P,H,N,O,5,M, , ,Y,N,Y,Y,Y,0,Y,N,Y, ,0,Y,Y, ,Y, ,Y, ,Y, ,0,0,0,Y,Y,0,Y, ,Y, ,0, ,0,0,Y, ,0,0,0, ,Y,Y,Y,Y,Y,C,S, 
-4.93333333299995,50.5500000000001,1585,35170,35030,PADSTOW,GB,50.55,-4.933333,50,33,N,4,56,W,142, ,V,RN,E,Y,Y,N,Y, ,P,G,O, ,6,M,Y, ,Y,N,Y,Y,Y,0,Y,N,N, ,0, ,Y, ,Y, ,Y,Y, , ,0,0,0,Y,Y,0,Y,N,N,N,0,N,0,0, , ,0,0,0,Y,Y,Y,Y, , ,C, , 
-5.41666666699996,50.1833333340001,1586,35200,35030,HAYLE,GB,50.183333,-5.416667,50,11,N,5,25,W,142, ,V,RB,G,Y,N,N,Y, ,P,H,P, ,15,M, , ,Y,N,Y,Y, ,0, ,N,N, ,0, ,Y, , , ,Y,Y, , ,0,0,0, , ,0, ,Y,Y, ,0, ,0,0, , ,0,0,0,Y,Y,Y, ,Y,Y,C, ,S
-5.54999999999995,50.1000000000001,1587,35240,35220,NEWLYN,GB,50.1,-5.55,50,6,N,5,33,W,191,36049,V,CB,G,Y,N,N,Y,Y,G,G,N, ,5,L, , , , ,Y, ,Y,0, ,N,Y, ,0, , , ,Y, ,Y,Y,Y, ,0,0,0,Y,Y,0,N,N,Y,N,0,N,0,0,Y,Y,0,0,0, ,Y,Y,Y, , ,C, ,S
-5.06666666699994,50.15,1588,35290,35220,FALMOUTH HARBOUR,GB,50.15,-5.066667,50,9,N,5,4,W,191,37003,M,CN,G,Y,N,N,Y, ,G,A,L,L,5,L,Y,Y,Y,N,Y,Y,Y,0,Y, ,Y, ,0, ,Y, ,Y, ,Y,Y,Y, ,0,0,0,Y,Y,0,Y,Y,Y, ,0, ,0,0, ,Y,0,0,0,Y,Y,Y,Y,Y,Y,B,M,S
-87.166666666,12.4833333330001,1589,15550,15520,CORINTO,NI,12.483333,-87.166667,12,29,N,87,10,W,153,21525,S,RN,G,Y,Y,N,Y, ,H,L,H,H,1,L,Y, ,Y,N,Y,Y,Y,0,Y, ,Y,Y,0, , , ,Y, ,N,Y,Y,Y,0,0,0,Y,N,0, , ,Y, ,0, ,0,0,Y, ,0,0,0,Y,Y,N,N,N,N,C, ,M
-87.45,13.4,1590,15570,15560,PUERTO DE HENCAN,HN,13.4,-87.45,13,24,N,87,27,W,153,21526,V,RN,F, , , ,N, ,L,M,K,K,2,L, , , ,N,Y,N,Y,0, , ,Y, ,0,Y,Y,Y,Y, , , ,Y,Y,0,0,0,Y,N,0,N, , , ,0, ,0,0,Y, ,0,0,0, ,Y,N,N, , ,C, , 
-87.833333334,13.333333333,1591,15600,15590,LA UNION,SV,13.333333,-87.833333,13,20,N,87,50,W,153,21521/9,V,CN,G,Y,N,N,Y,Y,N,J,G,M,2,L, , ,Y,N,Y,N,Y,0,Y,N,N, ,0, ,Y,Y,Y, , ,Y,Y,Y,0,0,0,Y,Y,0,N, , , ,0, ,0,0,Y, ,0,0,0,Y,Y,Y,Y, , ,C, ,S
-89.833333333,13.583333333,1592,15640,15590,ACAJUTLA,SV,13.583333,-89.833333,13,35,N,89,50,W,153,21524,V,CB,P,N,N,N,N,N, ,C,J,H,2,L,Y, ,Y,N,Y,Y,Y,0,Y,N,Y, ,0,Y,Y,Y,Y,Y,N,Y,Y, ,0,0,0,Y,Y,0,N,Y,Y, ,0,Y,0,0,Y,N,0,0,0,Y,Y,Y, , , ,C, ,S
-90.8,13.916666666,1593,15660,15650,PUERTO QUETZAL,GT,13.916667,-90.8,13,55,N,90,48,W,153,21483,V,CB,F,Y,Y,N,Y,Y,G,A,G,H,2,L,Y,Y,Y,N,Y,Y,Y,0, , ,Y,Y,0, ,Y,Y,Y,Y,Y,N,Y, ,0,0,0,Y,Y,0,Y,Y,Y, ,0, ,0,0,Y, ,0,0,0,Y,Y,Y, , , ,C, , 
-92.45,14.7,1594,15710,15700,PUERTO MADERO,MX,14.7,-92.45,14,42,N,92,27,W,153,21478,V,RB,F,N,N,N,Y,Y,L,J,F,M,1,M,Y,Y,Y,N,Y,Y,Y,0, ,N,Y,Y,0,Y, , ,Y,Y,Y,Y, ,Y,0,0,0, ,Y,0, ,N,N,N,0, ,0,0,Y, ,0,0,0,Y,Y,Y,N, , ,C,S,S
-95.2,16.166666666,1595,15730,15700,SALINA CRUZ,MX,16.166667,-95.2,16,10,N,95,12,W,153,21441,S,CB,G,Y,N,N,Y, ,J,M,K,K,2,L,Y,Y,Y, ,Y,Y,Y,0, ,N,Y,Y,0,Y, , ,Y,Y,N,Y,Y, ,0,0,0,Y,Y,0, , ,Y, ,0, ,0,0,Y, ,0,0,0, ,Y,Y,Y, , ,C,M,M
-81.1166666669999,-5.08333333399997,1596,15170,14830,PAITA,PE,-5.083333,-81.116667,5,5,S,81,7,W,125,22124,V,OR,G,Y,N,N,Y, ,K,D,G,K,4,L,Y,Y,Y,N,Y,Y,Y,0,Y, ,Y,Y,0, ,Y,Y,Y, ,Y,Y,Y,Y,0,0,0,Y,Y,0,N,Y,Y, ,0, ,0,0,Y,Y,0,0,0,Y,Y, , ,N,N,C, , 
-81.283333333,-4.58333333399997,1597,15190,14830,TALARA,PE,-4.583333,-81.283333,4,35,S,81,17,W,125,22121,S,CN,F,Y,N,N,Y, ,E,O,J,J,5,L,Y, ,N,N,Y,Y,Y,0,Y,N,Y,Y,0,Y,Y,Y,Y, ,Y,Y,Y,Y,0,0,0,Y,Y,0,N,Y,Y, ,0, ,0,0,Y,Y,0,0,0,Y,Y,Y,Y, , ,A, ,L
-73.166666666,-36.733333333,1598,14415,14070,BAHIA SAN VICENTE,CL,-36.733333,-73.166667,36,44,S,73,10,W,125,22314,V,CN,F,N,N,N, , ,A,D,J,H,1,L,Y, , ,N,Y,Y,Y,0, , ,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,Y,Y,0,0,0,Y, ,0,Y,Y,Y,Y,0, ,0,0, ,Y,0,0,0,Y,Y,Y,Y,Y,Y,B,L,M
-73.1,-36.6999999999999,1599,14420,14070,TALCAHUANO,CL,-36.7,-73.1,36,42,S,73,6,W,125,22311,S,CN,G,N,N,N,N,N,A,H,L,L,1,L,Y,Y, , ,Y,Y,Y,0,Y, ,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,Y,Y,0,0,0,Y, ,0,N,Y,Y,Y,0,Y,0,0,Y,N,0,0,0,Y,Y,Y,Y,Y,Y,A,M,M
-72.983333334,-36.716666666,1600,14425,14070,LIRQUEN,CL,-36.716667,-72.983333,36,43,S,72,59,W,125,22311,V,CN,G,N,N,N,Y,N, ,G,H, ,1,M, , , ,Y,Y,Y,Y,0, , ,Y,Y,0,Y,Y, ,Y, , ,Y,Y,Y,0,0,0,Y, ,0,Y,N,Y,N,0,N,0,0, , ,0,0,0,Y,Y,Y, ,Y,Y,B, ,M
-72.9999999999999,-36.716666666,1601,14440,14070,PENCO,CL,-36.716667,-73,36,43,S,73,0,W,125,22311,V,CN,G,N,N,N,Y,N, ,J,K, ,4,L, , ,N,N,Y,Y,Y,0, , , , ,0, , , , , , , ,Y,Y,0,0,0, , ,0,N, , , ,0, ,0,0, , ,0,0,0, , , , , , , , , 
