X,Y,FID,INDEX_NO,REGION_NO,PORT_NAME,COUNTRY,LATITUDE,LONGITUDE,LAT_DEG,LAT_MIN,LAT_HEMI,LONG_DEG,LONG_MIN,LONG_HEMI,PUB,CHART,HARBORSIZE,HARBORTYPE,SHELTER,ENTRY_TIDE,ENTRYSWELL,ENTRY_ICE,ENTRYOTHER,OVERHD_LIM,CHAN_DEPTH,ANCH_DEPTH,CARGODEPTH,OIL_DEPTH,TIDE_RANGE,MAX_VESSEL,HOLDGROUND,TURN_BASIN,PORTOFENTR,US_REP,ETAMESSAGE,PILOT_REQD,PILOTAVAIL,LOC_ASSIST,PILOTADVSD,TUGSALVAGE,TUG_ASSIST,PRATIQUE,SSCC_CERT,QUAR_OTHER,COMM_PHONE,COMM_FAX,COMM_RADIO,COMM_VHF,COMM_AIR,COMM_RAIL,CARGOWHARF,CARGO_ANCH,CARGMDMOOR,CARBCHMOOR,CARICEMOOR,MED_FACIL,GARBAGE,DEGAUSS,DRTYBALLST,CRANEFIXED,CRANEMOBIL,CRANEFLOAT,LIFT_100_,LIFT50_100,LIFT_25_49,LIFT_0_24,LONGSHORE,ELECTRICAL,SERV_STEAM,NAV_EQUIP,ELECREPAIR,PROVISIONS,WATER,FUEL_OIL,DIESEL,DECKSUPPLY,ENG_SUPPLY,REPAIRCODE,DRYDOCK,RAILWAY
146.833333334,43.8666666670001,1,61090,61070,SHAKOTAN,RU,43.866667,146.833333,43,52,N,146,50,E,155, ,V,CN,G, , , , , ,K,G,O, ,3, , , , , , , , ,0, , , , ,0, , , ,Y, , , , ,Y,0,0,0,Y, ,0, , , , ,0, ,0,0, , ,0,0,0, , , , , , , , , 
143.35,44.3500000000001,2,61110,61100,MOMBETSU KO,JP,44.35,143.35,44,21,N,143,21,E,158, ,V,CB,G, ,Y,Y,Y, ,J,J,J, ,3, ,N, ,Y,N,Y,N,Y,0, , , ,Y,0,Y, , , ,Y,Y,Y,Y, ,0,0,0,Y, ,0,Y, , , ,0, ,0,0,Y, ,0,0,0, ,Y, ,Y, , ,C, , 
-63.133333334,46.2333333330001,3,5750,5705,CHARLOTTETOWN,CA,46.233333,-63.133333,46,14,N,63,8,W,145, ,S,CN,G,N,N,Y,Y,Y,K,K,L,L,3,L,Y,Y,Y,N,Y,Y,Y,0,Y,N,Y,Y,0, ,N,Y,Y,Y,Y,Y,Y, ,0,0,0,Y, ,0,N, , , ,0, ,0,0, , ,0,0,0,Y,Y,Y,Y,Y,Y,C, , 
144.283333333,44.016666666,4,61120,61100,ABASHIRI KO,JP,44.016667,144.283333,44,1,N,144,17,E,158, ,S,CB,G, ,Y,Y,Y,Y,M,G,J, ,2,M, , ,Y,Y,Y,N,Y,0, , ,Y,Y,0, ,Y,Y,Y, ,Y,Y,Y,Y,0,0,0,Y, ,0, , , ,N,0, ,0,0,Y, ,0,0,0, ,Y, ,Y, , ,C, , 
145.583333334,43.333333334,5,61130,61100,NEMURO KO,JP,43.333333,145.583333,43,20,N,145,35,E,158, ,S,CB,F, ,Y,Y,Y, ,M,G, , ,2,M,N, ,Y, , , , ,0, , , , ,0, ,Y,Y, , , ,Y,Y,Y,0,0,0,Y, ,0, , , , ,0, ,0,0, , ,0,0,0,Y,Y,Y, , , , , , 
145.583333334,43.283333333,6,61140,61100,HANASAKI KO,JP,43.283333,145.583333,43,17,N,145,35,E,158, ,V,CB,F, ,Y,Y,Y, ,H,K,K, ,3,L,Y, ,Y, , , , ,0, , , , ,0, , , , , , , , ,Y,0,0,0, , ,0, , , , ,0, ,0,0, , ,0,0,0, ,Y,Y, , , , , , 
144.366666666,42.9833333340001,7,61160,61100,KUSHIRO KO,JP,42.983333,144.366667,42,59,N,144,22,E,158, ,M,CB,G,N,N,Y,Y,Y,K,K,G,J,2,L,Y,Y,Y, ,Y,N,Y,0,Y, ,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,Y, ,0,0,0,Y,Y,0,N, , ,Y,0,Y,0,0,Y,Y,0,0,0,Y,Y,Y,Y,Y,Y,C, ,M
141.633333333,42.6333333330001,8,61165,61100,TOMAKOMAI KO,JP,42.633333,141.633333,42,38,N,141,38,E,158,96962,S,CB,E,N,Y,N,Y,Y,G,G,G,F,2,L,N,Y,Y,N,Y,N,Y,0,Y, ,Y,Y,0,Y,Y,Y,Y,Y,Y, ,Y, ,0,0,0,Y,Y,0,Y,Y,Y, ,0, ,0,0, , ,0,0,0, ,Y,Y, , , ,C,S, 
140.966666667,42.3500000000001,9,61170,61100,MURORAN KO,JP,42.35,140.966667,42,21,N,140,58,E,158,96949,M,CN,G,Y,N,N,Y,Y,F,L,F,G,1,L,Y,Y,Y,N,Y,N,Y,0,Y, ,Y,Y,0, ,Y,Y,Y,Y, ,Y,Y, ,0,0,0,Y,Y,0,Y,Y,Y, ,0,Y,0,0,Y, ,0,0,0, ,Y,Y, , , ,A,M,L
140.583333334,42.1166666670001,10,61180,61100,MORI,JP,42.116667,140.583333,42,7,N,140,35,E,158,96948,V,OR,P, ,Y, , , ,J,J,O, ,4,M, , , , , , , ,0, , , , ,0, , ,Y, , , ,Y, ,Y,0,0,0, , ,0, , , , ,0, ,0,0, , ,0,0,0, , , , , , , , , 
84.9166666660001,19.2500000000001,11,49500,49310,GOPALPUR,IN,19.25,84.916667,19,15,N,84,55,E,173,63310,S,CB,G,Y,Y,N,N,N, , , , ,0, , , , , ,Y,Y,Y,0, , , , ,0, ,Y, , ,Y, ,Y,Y,Y,0,0,0,Y, ,0, ,Y,Y, ,0, ,0,0, , ,0,0,0,Y, , , , , ,C, , 
33.8500000000001,27.216666667,12,47990,47950,EL GHARDAQA,EG,27.216667,33.85,27,13,N,33,51,E,172,62188,V,CN,F, ,Y, ,Y, ,N,K, ,N,1, , , , , ,Y, ,Y,0, , , ,Y,0, ,Y, ,Y, ,Y, , ,Y,0,0,0,Y, ,0, , , , ,0, ,0,0, ,Y,0,0,0,N,Y,N,N,N,N,D, , 
33.283333333,28.133333334,13,48015,47950,RAS SHUKHIER,EG,28.133333,33.283333,28,8,N,33,17,E,172,62191,M,OR,F, ,Y, ,Y,N,J,A,N,F,0,M, , , , ,Y,Y,Y,0, , ,Y,Y,0, ,Y, ,Y,Y,Y, , ,Y,0,0,0,Y,Y,0,Y,Y,Y,Y,0, ,0,0, , ,0,0,0,Y,N,N, , , , , , 
33.1000000000001,28.35,14,48020,47950,RAS GHARIB,EG,28.35,33.1,28,21,N,33,6,E,172,62195,V,OR,P, ,Y, ,Y, ,A,A, ,M,1,M,Y,Y, , ,Y,Y,Y,0, ,N,N,Y,0, ,Y, ,Y, ,Y,Y,Y,Y,0,0,0, , ,0,N,Y, , ,0, ,0,0, , ,0,0,0,Y,N,Y,Y,Y,Y,C, , 
32.5500000000001,29.966666667,15,48040,47950,AS SUWAYS,EG,29.966667,32.55,29,58,N,32,33,E,172,62193,L,CB,G,N,Y,N,Y, ,D,M,N,L,2,M, , ,Y,Y,Y,Y,Y,0,Y,N,Y,Y,0, ,Y,Y,Y,Y, ,Y,Y,Y,0,0,0,Y,Y,0,N, , ,Y,0,Y,0,0,Y,Y,0,0,0,Y,Y,Y,Y,Y,Y,B,M,L
32.466666667,29.8666666670001,16,48045,47950,EL-ADABIYA,EG,29.866667,32.466667,29,52,N,32,28,E,172,62193/4,S,CN,E, ,Y, ,Y, ,G,G,H, ,1,L, ,Y, , ,Y,Y,Y,0, , ,Y,Y,0, ,Y, ,Y,Y, ,Y,Y,Y,0,0,0,Y, ,0,Y, ,Y, ,0,Y,0,0, , ,0,0,0, ,Y,Y,Y, , ,B, ,L
32.283333333,30.583333333,17,48050,47950,EL ISMAILIYA,EG,30.583333,32.283333,30,35,N,32,17,E,172,56082,S,LC,E, , , ,Y,Y,D,J,P, ,2,L, , , , ,Y,Y, ,0, , , ,Y,0, , , ,Y,Y, , , ,Y,0,0,0,Y, ,0, , , , ,0, ,0,0, , ,0,0,0,Y,Y, , , , , , , 
33.1166666670001,29.0333333340001,18,48060,47950,RAS ABU ZANIMAH,EG,29.033333,33.116667,29,2,N,33,7,E,172,62195,S,CN,F, , , ,Y,Y,A,A,M, ,1,L,Y, , , ,Y, ,Y,0, , ,N,Y,0, ,Y,Y,Y,Y,Y, ,Y,Y,0,0,0,Y, ,0,Y, , , ,0, ,0,0, , ,0,0,0,Y,Y,N, , , ,C, , 
33.2,28.7500000000001,19,48065,47950,WADI FEIRAN,EG,28.75,33.2,28,45,N,33,12,E,172,62195,S,OR,F, , , ,Y, ,C,A, ,J,0,M,Y, , , ,Y,Y, ,0, , ,Y,Y,0, , , ,Y,Y,Y, ,Y,Y,0,0,0, , ,0,Y, , , ,0, ,0,0, , ,0,0,0, ,Y,Y,N, , , , , 
34.95,29.5500000000001,20,48076,48075,ELAT,IL,29.55,34.95,29,33,N,34,57,E,172,62225,S,CN,F,N,N,N,Y, ,A,A,K,J,1,L, ,Y,Y,N,Y,Y, ,0, ,Y,Y,Y,0, ,Y, ,Y,Y,Y, ,Y,Y,0,0,0,Y,Y,0,Y,Y, , ,0, ,0,0,Y,Y,0,0,0,Y,Y,Y,Y,Y,Y,C,S,S
35.0000000000001,29.516666667,21,48090,48080,AL AQABAH,JO,29.516667,35,29,31,N,35,0,E,172,62225,V,OR,P,N,N,N,Y, ,A,A,G,A,1,M, , ,Y,N,Y,Y,Y,0,Y,N,Y,Y,0, ,Y,Y,Y,Y,Y,Y,Y,Y,0,0,0,Y,Y,0,N,Y,Y, ,0,Y,0,0,Y,Y,0,0,0,Y,Y,Y,Y,Y,Y,B, , 
38.0500000000001,24.083333334,22,48120,48100,YANBU,SA,24.083333,38.05,24,5,N,38,3,E,172,62171,V,CB,P,N,Y,N,Y,Y,G, ,J,A,1,M, ,Y,Y,N,Y,Y,Y,0,Y, ,Y,Y,0, ,Y,Y,Y,Y,Y,N,Y,N,0,0,0,Y, ,0,Y, ,Y,Y,0,Y,0,0,Y,N,0,0,0,Y,Y,Y, ,N, ,C, , 
39.1833333330001,21.4833333330001,23,48140,48100,JIDDAH,SA,21.483333,39.183333,21,29,N,39,11,E,172,62241,S,CB,G,N,N,N,Y,N,F,M,M,M,1,M,N, ,Y,Y,Y,Y,Y,0,Y, ,Y,Y,0,Y,Y,Y,Y,Y,Y,N,Y, ,0,0,0,Y,Y,0,N,Y,Y,Y,0,Y,0,0,Y,Y,0,0,0, ,Y,Y,Y,Y,Y,A,L,S
42.4833333340001,16.9,24,48142,48100,JIZAN,SA,16.9,42.483333,16,54,N,42,29,E,172,62276,S,CB,G,N, , ,Y, ,H,D,J,F,2,M,Y,Y, ,N,Y,Y,Y,0, , ,Y,Y,0, ,Y, ,Y,Y,Y, ,Y,Y,0,0,0,Y,Y,0, ,Y,Y,Y,0, ,0,0, , ,0,0,0,Y,Y,Y,Y, , ,C, ,S
18.4333333330001,-34.183333333,25,46780,46725,SIMONSTOWN,ZA,-34.183333,18.433333,34,11,S,18,26,E,171,57483,V,CB,G, , , ,Y, ,L,H,L, ,1,M, , , , , ,Y, ,0,Y,Y,Y, ,0, ,Y, ,Y,Y,Y,Y,Y,Y,0,0,0,Y,Y,0,N,Y,Y, ,0,Y,0,0,Y,Y,0,0,0, ,Y,N,N, , ,D,M,S
22.15,-34.183333333,26,46800,46725,MOSSEL BAY,ZA,-34.183333,22.15,34,11,S,22,9,E,171, ,S,CB,G,N,Y,N,Y,Y,L,C,O,J,2,M,Y, ,Y,N,Y,Y,Y,0,Y, ,Y,Y,0,Y,Y, ,Y,Y,Y,Y,Y, ,0,0,0,Y,Y,0,N,Y, , ,0, ,0,0,Y,Y,0,0,0,Y,Y,Y,Y, ,Y,C,M,M
25.6166666660001,-33.966666666,27,46820,46725,PORT ELIZABETH,ZA,-33.966667,25.616667,33,58,S,25,37,E,171,61061,M,CB,F,N,N,N,Y,Y,J,H,N,K,2,M,Y, ,Y,N,Y,Y,Y,0,Y,Y,Y,Y,0, ,Y, ,Y,Y,Y,Y,Y, ,0,0,0,Y,Y,0,N,Y,Y, ,0, ,0,0,Y,Y,0,0,0,Y,Y,Y,Y,Y,Y,B, ,L
-5.89999999999998,54.6166666670001,28,33770,33630,BELFAST,GB,54.616667,-5.9,54,37,N,5,54,W,142,36011,L,RB,E,N,N,N,Y, ,L,K,K,J,2,L,Y,Y,Y,Y,Y,Y,Y,0,Y,Y,Y,Y,0, , , ,Y,Y,Y,Y,Y,N,0,0,0,Y,Y,0,Y,Y,Y,Y,0, ,0,0,Y,Y,0,0,0,Y,Y,Y,Y,Y,Y,A,L,S
-5.79999999999995,54.8500000000001,29,33790,33630,LARNE,GB,54.85,-5.8,54,51,N,5,48,W,142,35127,S,CN,G,N,N,N,Y,Y,L,J,M,K,2,L,Y, ,Y,N,Y,Y,Y,0, , ,Y, ,0,Y,Y, ,Y, ,Y,Y,Y, ,0,0,0,Y,Y,0,N,Y,Y, ,0, ,0,0,Y, ,0,0,0,Y,Y,Y,Y, , ,C, ,S
-6.66666666699996,55.133333334,30,33820,33630,COLERAINE,GB,55.133333,-6.666667,55,8,N,6,40,W,142, ,S,RN,E,N,N,N,Y,Y,O,J,O, ,2,M, , , , ,Y,Y,Y,0, , , , ,0, , , ,Y, ,Y,Y,Y, ,0,0,0,Y,Y,0,Y,Y,Y, ,0, ,0,0, , ,0,0,0,Y,Y,Y,Y, , ,C, , 
-7.31666666699994,55.0000000000001,31,33830,33630,LONDONDERRY,GB,55,-7.316667,55,0,N,7,19,W,142, ,M,RN,E,N,N,N,Y,Y,L,E,L,L,2,L,Y,N,Y,N,Y,Y,Y,0,Y, ,Y, ,0, ,Y, ,Y,Y,Y,Y,Y, ,0,0,0,Y,Y,0,Y,Y,Y, ,0, ,0,0,Y, ,0,0,0,Y,Y,Y,Y,Y,Y,C,S, 
-5.79999999999995,57.15,32,33060,32790,ORNSAY,GB,57.15,-5.8,57,9,N,5,48,W,141,35089,V,CN,F,N,N,N,Y, ,H,G,P, ,0,M, , ,N,N,N, , ,0, , , , ,0, , ,Y, , , , , , ,0,0,0, , ,0, , ,N, ,0, ,0,0, , ,0,0,0,Y,Y, , , , ,D, , 
-2.96666666599998,57.6833333330001,33,32290,31870,BUCKIE HARBOR,GB,57.683333,-2.966667,57,41,N,2,58,W,141,35052,V,CB,G,Y,N,N,Y, ,P,L,N, ,2,M,Y,N,N,N,Y,N,Y,0,Y, , , ,0, ,Y, ,Y,Y, , ,Y, ,0,0,0,Y,Y,0,Y,Y, , ,0, ,0,0, ,Y,0,0,0,Y,Y,Y,Y,Y,Y,B, , 
-3.28333333399996,57.716666667,34,32300,31870,LOSSIEMOUTH,GB,57.716667,-3.283333,57,43,N,3,17,W,141,35052,V,CB,G,Y,N,N,Y, ,O,H,Q, ,4,M,Y, ,N,N,Y,Y,Y,0, ,N,N, ,0,Y,Y, , ,Y, , ,Y, ,0,0,0,Y, ,0,Y, ,Y, ,0, ,0,0, , ,0,0,0, ,Y,Y,Y, , ,C, , 
-3.49999999999994,57.7,35,32320,31870,BURGHEAD,GB,57.7,-3.5,57,42,N,3,30,W,141,35052,V,CN,G, ,Y, ,Y, ,O,J,O, ,3,M, , ,N,N,Y,Y,Y,0, ,N,N, ,0,Y, , ,Y, ,Y,Y, , ,0,0,0,Y,Y,0,Y, ,Y, ,0,Y,0,0, ,Y,0,0,0,Y,Y,Y, , ,Y,C, ,S
-4.23333333299996,57.4833333330001,36,32330,31870,INVERNESS,GB,57.483333,-4.233333,57,29,N,4,14,W,141, ,S,RN,G,Y,N,N,Y,Y,P,K,N,P,5,M,Y,Y,Y,N,Y,Y,Y,0,Y, ,N, ,0,Y,Y,Y, ,Y,Y,Y,Y, ,0,0,0,Y,Y,0,Y, ,Y, ,0,Y,0,0,Y,Y,0,0,0,Y,Y,Y, , , ,C, , 
-4.03333333299997,57.6833333330001,37,32340,31870,CROMARTY,GB,57.683333,-4.033333,57,41,N,4,2,W,141, ,S,CB,G,Y,N,N,Y,Y,G,L,L,E,4,M,N, ,Y,N,Y,Y,Y,0,Y,Y,Y, ,0,Y,Y, ,Y, ,Y, , , ,0,0,0,Y,Y,0,Y, ,Y, ,0,Y,0,0,Y, ,0,0,0,Y,Y,Y, , , ,C,L, 
-4.16666666699996,57.6833333330001,38,32350,31870,INVERGORDON,GB,57.683333,-4.166667,57,41,N,4,10,W,141,35055,S,OR,F,Y,N,N,Y, ,G,C,J,G,4,L,N, ,Y,N,Y,Y,Y,0,Y,Y,Y, ,0,Y,Y,Y, ,Y,Y,Y,Y, ,0,0,0,Y,Y,0,Y, ,Y, ,0,Y,0,0,Y, ,0,0,0,Y,Y,Y,Y, , ,C, , 
-3.83333333299993,57.833333334,39,32360,31870,PORTMAHOMACK HARBOR,GB,57.833333,-3.833333,57,50,N,3,50,W,141, ,S,CB,G,Y,N,N,Y, ,P,N,P, ,8, , , ,Y,N,Y,Y,Y,0, , , , ,0, , , , , , , , , ,0,0,0, , ,0,N, , , ,0, ,0,0, , ,0,0,0,Y, , , , , ,D, , 
-3.64999999999998,58.1166666670001,40,32370,31870,HELMSDALE HARBOR,GB,58.116667,-3.65,58,7,N,3,39,W,141, ,S,CB,F,Y,N,N,Y,Y,P,P,P, ,8,M, , ,Y,N,N, , ,0, , , , ,0, , , , , , ,Y, , ,0,0,0, , ,0,N, , , ,0, ,0,0, , ,0,0,0,Y,Y, , , , ,D, , 
-3.08333333299993,58.4333333330001,41,32380,31870,WICK,GB,58.433333,-3.083333,58,26,N,3,5,W,141,35055,S,CB,F,Y,Y,N,Y,Y,F,K,P,P,3,M,Y, ,Y,Y,Y,Y,Y,0, , , , ,0,Y,Y,Y, ,Y,Y,Y,Y, ,0,0,0,Y,Y,0,N, , , ,0, ,0,0,Y, ,0,0,0, ,Y,Y, ,Y,Y,C, , 
-2.98333333299996,59.3000000000001,42,32410,32390,PIEROWALL,GB,59.3,-2.983333,59,18,N,2,59,W,141,35057,S,CN,G,Y,N,N,Y, ,O,M,P, ,7, ,Y, , , , , , ,0, , , , ,0, , ,Y, , ,Y, ,Y, ,0,0,0, , ,0,N, , , ,0, ,0,0, , ,0,0,0,Y, , , , , ,D, , 
-2.59999999999997,59.2333333330001,43,32420,32390,KETTLETOFT,GB,59.233333,-2.6,59,14,N,2,36,W,141, ,V,CN,P,Y,N,N,Y, ,Q,P,P, ,7, , , , , , , , ,0, , , , ,0, , , , , , , ,Y, ,0,0,0, , ,0,N, , , ,0, ,0,0, , ,0,0,0, , , , , , ,D, , 
-2.59999999999997,59.133333334,44,32430,32390,WHITEHALL,GB,59.133333,-2.6,59,8,N,2,36,W,141, ,V,CN,P,Y,N,N,Y, ,O,P,P, ,7, , , , , , , , ,0, , , , ,0, , , , , ,Y, ,Y, ,0,0,0, , ,0,N, , , ,0, ,0,0, ,Y,0,0,0, , , , , , ,D, , 
-2.96666666599998,58.9833333330001,45,32440,32390,KIRKWALL,GB,58.983333,-2.966667,58,59,N,2,58,W,141,35057,V,CB,G,Y,N,N,Y, ,N,H,N, ,2,M,Y, , , ,Y,Y,Y,0, , ,Y, ,0,Y,Y,Y, ,Y,N, ,Y, ,0,0,0,Y,Y,0,Y, ,Y, ,0, ,0,0,Y, ,0,0,0,Y,Y,Y,Y, , ,C, , 
-3.29999999999995,58.966666667,46,32450,32390,STROMNESS,GB,58.966667,-3.3,58,58,N,3,18,W,141,35057,V,OR,G,Y,N,N,Y,N,N,M,M, ,3,M,Y, ,Y, ,Y,Y,Y,0, , ,Y, ,0,Y,Y, ,Y, ,Y, ,Y, ,0,0,0,Y,Y,0,Y, ,Y, ,0, ,0,0,Y, ,0,0,0, ,Y,Y, , , ,C, , 
-3.19999999999993,58.8000000000001,47,32460,32390,SOUTH NESS,GB,58.8,-3.2,58,48,N,3,12,W,141, ,V,CN,F, ,N,N,Y, ,O,M,O, ,7, , , , , , , , ,0, , , , ,0, ,Y,Y, , , , ,Y, ,0,0,0, , ,0, , , , ,0, ,0,0, , ,0,0,0,Y,Y, , , , ,D, , 
-2.94999999999993,58.833333333,48,32470,32390,ST MARGARETS HOPE,GB,58.833333,-2.95,58,50,N,2,57,W,141, ,V,CN,G,Y,Y,N,Y, ,P,N,P, ,7, , , ,N,N,Y, , ,0, , , , ,0, ,Y,Y, , ,Y, , , ,0,0,0, , ,0,N, , , ,0, ,0,0, , ,0,0,0,Y, , , , , ,C, , 
-3.19999999999993,58.833333333,49,32490,32390,LYNESS,GB,58.833333,-3.2,58,50,N,3,12,W,141,35057,M,CN,F,Y,N,N,Y,Y,H,J,L,C,3, , , , , ,Y,Y,Y,0, , ,Y, ,0,Y,Y, ,Y, , , ,Y, ,0,0,0,Y,Y,0,Y, , , ,0, ,0,0, , ,0,0,0, ,Y,Y,Y, , ,C, , 
-2.98333333299996,58.95,50,32500,32390,SCAPA BAY,GB,58.95,-2.983333,58,57,N,2,59,W,141,35057,S,CN,G,Y,Y,N,Y, ,G,G,P,G,3,L,Y, ,Y,N,Y,Y,Y,0,Y, ,Y,Y,0, ,Y,Y, ,Y, , ,Y, ,0,0,0,N,Y,0,Y, , , ,0, ,0,0, , ,0,0,0, ,Y,Y,Y, , ,C, , 
-87.6,41.8833333330001,51,4800,4570,CHICAGO,US,41.883333,-87.6,41,53,N,87,36,W,CP06,14928,M,CT,E,N,N,Y,Y,Y,L,M,M, ,0,L,Y,Y,Y,N,Y,Y, ,0, , ,Y,Y,0, ,Y,Y,Y,Y,Y,Y,Y, ,0,0,0,Y,Y,0,N,Y,Y,Y,0, ,0,0,Y,Y,0,0,0,Y,Y,Y,Y,Y,Y,A,M, 
-87.683333333,42.083333334,52,4810,4570,WILMETTE,US,42.083333,-87.683333,42,5,N,87,41,W,CP06,14926,V,CB,F,N,N,Y,Y,Y,Q,P,P, ,0,M,Y,Y,N,N,N,Y, ,0, ,N,N,Y,0,N,N,N,Y,Y,Y,Y,Y, ,0,0,0, , ,0,N, , , ,0, ,0,0,N, ,0,0,0,Y,Y,Y,Y, , ,C, , 
-87.833333334,42.3000000000001,53,4820,4570,GREAT LAKES,US,42.3,-87.833333,42,18,N,87,50,W,CP06,14905,V,CB,G,N,N,Y,Y,Y,O,M,O, ,0,M,Y,Y,N,N,Y,Y, ,0, ,N,N,Y,0, ,Y,Y,Y,Y,Y,Y,Y, ,0,0,0,Y,Y,0,N, , , ,0,N,0,0,N, ,0,0,0, ,Y,Y,Y, , ,C, , 
-87.8166666669999,42.3666666670001,54,4830,4570,WAUKEGAN,US,42.366667,-87.816667,42,22,N,87,49,W,CP06,14904,S,CB,F,N,N,Y,Y,Y,N,M,N, ,0,M,Y,Y,N,N,N,Y, ,0, ,N,N,Y,0, ,Y,Y, , ,Y, ,Y, ,0,0,0,Y, ,0,N, , , ,0, ,0,0,Y, ,0,0,0,Y,Y,Y,Y,Y,Y,C, ,S
-87.8166666669999,42.583333333,55,4840,4570,KENOSHA,US,42.583333,-87.816667,42,35,N,87,49,W,CP06,14904,V,CB,G,N,N,Y,Y,Y,P,F,N, ,0,M,Y,Y,Y,N,N,Y, ,0, , ,Y,Y,0, ,Y,Y, ,Y,Y,Y,Y, ,0,0,0,Y, ,0,N, ,Y, ,0,Y,0,0,Y, ,0,0,0,Y,Y,Y,Y,Y,Y,C, , 
-87.783333334,42.7333333330001,56,4850,4570,RACINE,US,42.733333,-87.783333,42,44,N,87,47,W,CP06,14925,S,CB,G,N,N,Y,Y,Y,O,N,O, ,0,M,Y,Y,Y,N,Y,Y, ,0, , ,Y,Y,0, ,Y,Y, , , , ,Y, ,0,0,0,Y, ,0,N, , , ,0, ,0,0,Y, ,0,0,0,Y,Y,Y,Y,Y,Y,C, , 
-87.883333334,43.033333333,57,4860,4570,MILWAUKEE,US,43.033333,-87.883333,43,2,N,87,53,W,CP06,14924,M,RN,E,N,N,Y,Y,Y,M,N,M,L,0,M,Y,Y,Y,Y,Y,Y, ,0, ,Y,Y,Y,0, ,Y,Y,Y,Y,Y,Y,Y, ,0,0,0,Y,Y,0,N,Y,Y, ,0,Y,0,0,Y,Y,0,0,0,Y,Y,Y,Y,Y,Y,B, , 
-87.8666666669999,43.383333334,58,4870,4570,PORT WASHINGTON,US,43.383333,-87.866667,43,23,N,87,52,W,CP06,14904,S,CB,F,N,N,Y,Y,Y,M,M,M, ,0,M,Y,Y,Y,N,Y,Y, ,0, , ,Y,Y,0, ,Y, ,Y,Y,Y, ,Y, ,0,0,0,Y, ,0,N, , , ,0, ,0,0, , ,0,0,0,Y,Y,Y,Y,Y,Y,C, , 
-87.7,43.7500000000001,59,4880,4570,SHEBOYGAN,US,43.75,-87.7,43,45,N,87,42,W,CP06,14922,S,RN,F,N,N,Y,Y,Y,O,K,O, ,0,M,Y,Y,Y,N,Y,Y, ,0, ,N,Y,Y,0, ,Y,Y,Y,Y, ,Y,Y, ,0,0,0,Y, ,0,N, , , ,0, ,0,0, ,Y,0,0,0,Y,Y,Y,Y,Y,Y,C, ,S
-87.65,44.1000000000001,60,4890,4570,MANITOWOC,US,44.1,-87.65,44,6,N,87,39,W,CP06,14922,M,RN,F,N,N,Y,Y,Y,N,M,N, ,0,L,Y,Y,Y,N,N,Y, ,0, ,Y,Y,Y,0, ,Y,Y,Y,Y, ,Y,Y, ,0,0,0,Y, ,0,N,Y,Y, ,0,Y,0,0, , ,0,0,0,Y,Y,Y,Y,Y,Y,A,L, 
-82.7,43.95,61,4380,4300,PORT HOPE,US,43.95,-82.7,43,57,N,82,42,W,CP06,14862,V,OR,P,N,N,Y,Y,Y,P,K,P, ,0,L,Y,Y,Y,N,N,Y, ,0, ,N,N, ,0, , , , , , , , , ,0,0,0, , ,0,N, , , ,0, ,0,0, , ,0,0,0, , , , , , , , , 
-83.8666666669999,43.6000000000001,62,4400,4300,BAY CITY,US,43.6,-83.866667,43,36,N,83,52,W,CP06,14867,S,RN,E,N,N,Y, ,Y,L,M,M,N,0,M,Y,Y,Y,N,N,Y, ,0, ,N,Y,Y,0, ,Y,Y,Y, ,Y,Y,Y, ,0,0,0,Y, ,0,N,Y,Y, ,0,Y,0,0,Y,Y,0,0,0,Y,Y,Y,Y,Y,Y,A,S, 
-82.416666667,42.9833333340001,63,3700,3640,SARNIA,CA,42.983333,-82.416667,42,59,N,82,25,W, ,14852,S,RN,E,N,N,Y,N,N,N,L,M,M,0,L,Y,Y,Y,N,Y,Y, ,0, , ,Y,Y,0, ,Y,Y,Y,Y,Y,Y,Y, ,0,0,0,Y, ,0,Y, , , ,0, ,0,0, ,Y,0,0,0,Y,Y,Y,Y,Y,Y,A, ,S
-82.416666667,43.0000000000001,64,3710,3640,POINT EDWARD,CA,43,-82.416667,43,0,N,82,25,W, ,14852,S,RN,E,N,N,Y,N,N,M,L,M, ,0,L,Y, ,N,N,N,Y, ,0, ,N,N, ,0, ,Y, ,Y, , , ,Y, ,0,0,0, , ,0,N, , , ,0, ,0,0, , ,0,0,0,Y,Y,Y,Y,N,N, , , 
-81.733333333,43.7500000000001,65,3730,3640,GODERICH,CA,43.75,-81.733333,43,45,N,81,44,W, , ,S,CB,E,N,N,Y,N,N,M,M,M, ,0,L,Y,Y,Y,N, ,Y, ,0, , ,Y,Y,0, ,Y,Y, , , ,Y,Y, ,0,0,0,Y, ,0,N, , , ,0, ,0,0, ,Y,0,0,0,Y,Y,Y,Y,Y,Y,B, , 
-81.4,44.4333333330001,66,3750,3640,PORT ELGIN,CA,44.433333,-81.4,44,26,N,81,24,W, , ,V,CB,G,N,N,Y,N,N,O,O,P, ,0,M,Y,Y,N,N,Y,Y, ,0, ,N,N,N,0, , , , ,N,N, ,Y, ,0,0,0,Y, ,0,N, , , ,0, ,0,0, ,Y,0,0,0,Y,Y,Y,Y,Y,Y,B, , 
